dienophile,diene,ΔG TS_endo_1,ΔG TS_endo_2,ΔG TS_exo_1,ΔG TS_exo_2,ΔG Product_endo_1,ΔG Product_endo_2,ΔG Product_exo_1,ΔG Product_exo_2,pz_pop_C1_D,pz_pop_C2_D,pz_pop_C3_D,pz_pop_C4_D,LUMO_D,HOMO_D,Sigma p_1_D,Sigma p_4_D,Sigma p_2_D,Sigma p_3_D,NBO_1_D,NBO_2_D,NBO_3_D,NBO_4_D,sterio_D_1,sterio_D_2,sterio_D_3,sterio_D_4,Volume_D_1,Volume_D_4,Volume_D_2,Volume_D_3,pz_pop_C1_dPh,pz_pop_C2_dPh,LUMO_dPh,HOMO_dPh,Sigma_P_1dPh,Sigma_P_2dPh,NBO_1dPh,NBO_2_dPh,sterio_dPh_1,sterio_dPh_2,Volume_dPh_1,Volume_dPh_2,LUMO_D - HOMO_dPh,LUMO_dPh - HOMO_D,Min(TS_1),Min(TS_2),Min_TSـall,Min(TS_1) - Min(TS_2),Min(Product_1),Min(Product_2),Min(Product_1) - Min(Product_2),min_gap
1_2,4_6_6_4,30.116,30.118,32.264,32.264,-21.283,-21.282,-22.449,-22.449,1.006,1.044,1.044,1.006,0.403,-7.392,-0.17,-0.17,0,0,-0.209,0.232,-0.282,-0.281,1.5,1,1,1.5,185.535,185.535,60.96,60.96,0.884,1.149,-0.36,-9.308,0.06,0.66,0.34,-0.479,1.08,1.02,98.427,164.182,9.711,7.031,30.116,30.118,30.116,-0.002,-22.449,-22.449,0,7.031
8_8,1_1_1_9,32.94,32.94,32.042,32.042,-22.17,-22.17,-22.481,-22.481,0.877,1.17,1.027,0.949,-2.237,-9.067,0.06,0.42,0.66,0.66,0.408,0.258,-0.281,-0.095,1.08,1.02,1.02,1.1,98.427,291.269,164.182,164.182,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,7.21,8.396,32.042,32.042,32.042,0,-22.481,-22.481,0,7.21
5_6,3_4_1_2,32.24,32.103,33.123,36.462,-15.873,-15.338,-19.071,-22.488,1.077,1.013,1.146,0.92,-1.851,-7.64,-0.27,0.66,-0.27,0.66,-0.299,0.312,-0.11,0.179,1.53,1.53,1.02,1.02,334.486,164.182,334.486,164.182,0.973,1.035,1.346,-8.569,-0.2,0,-0.219,-0.469,2.25,1,642.238,60.96,6.717,8.986,32.24,32.103,32.103,0.137,-19.071,-22.488,3.417,6.717
3_3,1_1_3_5,39.05,39.05,38.956,38.956,-24.333,-24.333,-22.533,-22.533,0.879,1.164,0.965,1.059,-0.779,-8.281,0.06,-0.2,0.66,0.06,0.377,0.252,-0.328,0.408,1.08,1.02,1.08,2.25,98.427,642.238,164.182,98.427,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,6.335,10.201,38.956,38.956,38.956,0,-24.333,-24.333,0,6.335
5_8,2_4_1_1,41.611,37.866,40.326,38.957,-7.387,-7.008,-21.737,-22.549,0.871,1.17,0.895,1.208,-1.214,-8.417,0.66,0.06,-0.27,0.66,0.398,0.257,-0.311,0.435,1.02,1.53,1.02,1.08,164.182,98.427,334.486,164.182,0.871,1.076,-0.346,-8.89,-0.2,0.45,-0.115,-0.378,2.25,1.75,642.238,467.957,7.676,8.071,40.326,37.866,37.866,2.46,-21.737,-22.549,0.811,7.676
2_2,3_4_6_3,23.911,23.911,21.562,21.562,-21.125,-21.125,-22.583,-22.583,1.142,0.972,1.129,0.956,0.642,-6.97,-0.27,-0.27,-0.27,0,0.015,0.23,0.234,-0.392,1.53,1.53,1,1.53,334.486,334.486,334.486,60.96,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,10.387,5.235,21.562,21.562,21.562,0,-22.583,-22.583,0,5.235
7_7,1_6_3_3,37.626,37.626,39.345,39.345,-10.473,-10.473,-22.604,-22.604,1.03,1.139,1.089,1.028,0.424,-7.402,0.06,-0.27,0,0.06,0.261,0.225,-0.416,0.311,1.08,1,1.08,1.53,98.427,334.486,60.96,98.427,1.002,1.002,-0.542,-7.282,-0.01,-0.01,-0.228,-0.228,2.7,2.7,636.378,636.378,7.707,6.86,37.626,37.626,37.626,0,-22.604,-22.604,0,6.86
1_6,4_6_3_4,35.208,35.826,36.255,36.329,-25.717,-26.42,-27.521,-22.617,1.057,1.018,1.075,0.987,0.269,-7.513,-0.17,-0.17,0,0.06,-0.306,0.254,0.385,-0.334,1.5,1,1.08,1.5,185.535,185.535,60.96,98.427,0.983,1.082,1.33,-8.949,0.06,0,0.223,-0.568,1.08,1,98.427,60.96,9.218,8.843,35.208,35.826,35.208,-0.618,-27.521,-26.42,-1.101,8.843
2_2,1_3_6_2,32.508,32.508,32.777,32.777,-22.461,-22.461,-22.631,-22.631,0.987,1.091,0.923,1.072,-1.351,-8.24,0.06,0.66,0.06,0,0.219,0.24,0.283,-0.208,1.08,1.08,1,1.02,98.427,164.182,98.427,60.96,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,8.394,6.505,32.508,32.508,32.508,0,-22.631,-22.631,0,6.505
4_8,4_4_6_2,36.49,33.49,35.169,35.7,-15.327,-13.861,-22.384,-22.639,1.152,1.025,1.041,0.972,-0.95,-7.796,-0.17,0.66,-0.27,0,-0.366,0.294,-0.18,0.244,1.5,1.53,1,1.02,185.535,164.182,334.486,60.96,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,7.947,7.631,35.169,33.49,33.49,1.678,-22.384,-22.639,0.255,7.631
1_8,5_1_1_6,33.878,33.546,35.541,34.38,-19.816,-22.315,-20.937,-22.663,0.854,1.127,1.095,0.927,-1.198,-8.636,-0.2,0,0.66,0.66,-0.057,0.268,-0.193,-0.178,2.25,1.02,1.02,1,642.238,60.96,164.182,164.182,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,8.059,8.397,33.878,33.546,33.546,0.333,-20.937,-22.663,1.726,8.059
1_4,4_4_3_9,43.425,39.778,43.486,42.724,-11.973,-20.854,-20.108,-22.699,0.948,1.07,0.854,1.138,-1.11,-7.96,-0.17,0.42,-0.27,0.06,-0.195,0.26,0.201,0.469,1.5,1.53,1.08,1.1,185.535,291.269,334.486,98.427,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,7.329,9.616,43.425,39.778,39.778,3.647,-20.108,-22.699,2.591,7.329
5_9,1_2_4_1,43.199,49.18,45.491,47.57,-9.352,-24.595,-23.878,-22.721,0.997,1.077,1.035,1.08,0.891,-7.976,0.06,0.06,-0.2,-0.27,0.258,0.227,-0.175,0.199,1.08,2.25,1.53,1.08,98.427,98.427,642.238,334.486,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,9.766,7.268,43.199,47.57,43.199,-4.371,-23.878,-24.595,0.717,7.268
4_9,6_3_2_6,35.655,32.864,34.818,34.27,-16.147,-16.315,-22.734,-22.751,0.997,1.014,0.959,1.093,0.194,-8.114,0,0,0.06,-0.2,-0.41,0.239,-0.103,0.401,1,1.08,2.25,1,60.96,60.96,98.427,642.238,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,9.097,7.568,34.818,32.864,32.864,1.954,-22.734,-22.751,0.017,7.568
1_9,2_4_1_6,35.481,33.473,36.366,35.007,-17.901,-25.01,-26.206,-22.755,1.155,0.921,1.117,0.958,-1.305,-8.483,0.66,0,-0.27,0.66,-0.435,0.307,0.419,-0.251,1.02,1.53,1.02,1,164.182,60.96,334.486,164.182,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,7.911,7.796,35.481,33.473,33.473,2.008,-26.206,-25.01,-1.196,7.796
3_7,1_1_4_3,35.66,34.6,36.396,36.209,-14.858,-12.588,-16.283,-22.794,1.011,1.13,1.131,0.993,-0.526,-7.491,0.06,-0.27,0.66,-0.27,0.354,0.248,-0.314,0.202,1.08,1.02,1.53,1.53,98.427,334.486,164.182,334.486,0.967,1.124,0.024,-7.025,-0.27,-0.01,0.156,-0.362,1.53,2.7,334.486,636.378,6.499,7.515,35.66,34.6,34.6,1.06,-16.283,-22.794,6.511,6.499
8_8,5_1_3_1,34.305,34.305,35.006,35.006,-18.038,-18.038,-22.808,-22.808,1.062,0.995,1.133,0.854,-0.891,-8.317,-0.2,0.06,0.66,0.06,0.179,0.24,0.326,-0.253,2.25,1.02,1.08,1.08,642.238,98.427,164.182,98.427,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,8.555,7.646,34.305,34.305,34.305,0,-22.808,-22.808,0,7.646
3_3,1_2_6_6,39.906,39.906,39.266,39.266,-28.278,-28.278,-22.812,-22.812,1.004,1.048,1.092,1.094,0.45,-7.821,0.06,0,-0.2,0,0.239,0.223,-0.147,-0.254,1.08,2.25,1,1,98.427,60.96,642.238,60.96,1.074,1.074,1.92,-7.114,-0.27,-0.27,0.023,0.023,1.53,1.53,334.486,334.486,7.564,9.741,39.266,39.266,39.266,0,-28.278,-28.278,0,7.564
4_4,4_6_1_2,31.897,31.897,33.561,33.561,-14.206,-14.206,-22.85,-22.85,1.023,0.987,1.088,0.937,-1.884,-8.401,-0.17,0.66,0,0.66,-0.285,0.312,-0.083,-0.294,1.5,1,1.02,1.02,185.535,164.182,60.96,164.182,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,6.204,10.116,31.897,31.897,31.897,0,-22.85,-22.85,0,6.204
1_5,4_4_6_1,41.418,39.836,45.255,40.393,-16.067,-30.268,-26.186,-22.903,1.08,1.159,1.029,1.04,0.566,-7.478,-0.17,0.06,-0.27,0,0.261,0.222,-0.404,0.272,1.5,1.53,1,1.08,185.535,98.427,334.486,60.96,1.011,1.054,1.418,-8.429,0.06,-0.2,0.22,-0.329,1.08,2.25,98.427,642.238,8.995,8.896,41.418,39.836,39.836,1.582,-26.186,-30.268,4.082,8.896
1_1,4_2_3_4,40.464,40.464,41.358,41.358,-22.002,-22.002,-22.921,-22.921,0.972,1.034,0.85,1.133,0.713,-7.656,-0.17,-0.17,-0.2,0.06,-0.185,0.244,-0.104,0.398,1.5,2.25,1.08,1.5,185.535,185.535,642.238,98.427,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,9.519,9.202,40.464,40.464,40.464,0,-22.921,-22.921,0,9.202
5_9,1_4_2_7,54.71,47.54,51.722,46.447,-12.014,-17.893,-21.192,-22.983,1.109,0.966,1.005,1.01,0.294,-7.841,0.06,-0.01,-0.27,-0.2,0.186,0.227,0.2,-0.054,1.08,1.53,2.25,2.7,98.427,636.378,334.486,642.238,0.876,1.056,-0.708,-8.875,-0.2,0.42,-0.122,-0.373,2.25,1.1,642.238,291.269,9.169,7.133,51.722,46.447,46.447,5.275,-21.192,-22.983,1.791,7.133
7_8,3_3_3_6,33.644,35.834,36.981,35.72,-12.143,-12.462,-22.251,-22.989,1.001,1.11,0.952,1.096,0.183,-7.575,-0.27,0,0.06,0.06,0.09,0.244,0.25,0.348,1.53,1.08,1.08,1,334.486,60.96,98.427,98.427,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,8.096,6.645,33.644,35.72,33.644,-2.076,-22.251,-22.989,0.738,6.645
2_6,4_1_6_1,30.009,29.887,30.349,30.232,-21.322,-22.288,-21.891,-23,1.031,1.129,1.118,0.881,-0.51,-8.176,-0.17,0.06,0.66,0,0.266,0.225,-0.355,-0.213,1.5,1.02,1,1.08,185.535,98.427,164.182,60.96,1.071,0.882,-0.457,-9.433,0.66,0,-0.38,-0.33,1.02,1,164.182,60.96,8.923,7.719,30.009,29.887,29.887,0.121,-21.891,-23,1.108,7.719
4_7,1_3_2_3,43.507,42.664,43.719,41.516,-10.169,-10.025,-12.047,-23.051,1.115,0.854,1.129,0.948,0.845,-7.492,0.06,-0.27,0.06,-0.2,0.143,0.232,0.318,-0.203,1.08,1.08,2.25,1.53,98.427,334.486,98.427,642.238,0.988,1.057,0.019,-7.55,-0.17,-0.01,-0.201,-0.267,1.5,2.7,185.535,636.378,8.395,7.511,43.507,41.516,41.516,1.991,-12.047,-23.051,11.004,7.511
1_4,4_6_4_8,40.599,39.61,42.417,40.932,-10.986,-20.148,-21.094,-23.107,1.012,1.118,0.877,1.195,-0.392,-7.64,-0.17,0.45,0,-0.27,-0.144,0.247,-0.345,0.417,1.5,1,1.53,1.75,185.535,467.957,60.96,334.486,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,8.048,9.296,40.599,39.61,39.61,0.989,-21.094,-23.107,2.013,8.048
4_9,2_3_1_2,32.476,31.547,33.364,32.391,-13.869,-14.939,-21.888,-23.144,0.93,1.037,0.949,1.083,-2.795,-9.076,0.66,0.66,0.06,0.66,-0.204,0.325,-0.152,0.508,1.02,1.08,1.02,1.02,164.182,164.182,98.427,164.182,0.875,1.066,-0.546,-8.904,-0.17,0.42,-0.127,-0.385,1.5,1.1,185.535,291.269,6.109,8.529,32.476,31.547,31.547,0.929,-21.888,-23.144,1.256,6.109
4_8,3_1_4_6,29.239,33.516,34.812,35.429,-15.735,-17.145,-18.774,-23.147,0.874,1.213,0.994,1.096,-0.324,-7.74,-0.27,0,0.66,-0.27,0.281,0.249,-0.344,0.305,1.53,1.02,1.53,1,334.486,60.96,164.182,334.486,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,8.574,7.575,29.239,33.516,29.239,-4.277,-18.774,-23.147,4.373,7.575
1_8,1_6_2_7,35.06,35.368,34.868,34.385,-20.296,-16.389,-23.174,-23.149,1.046,1.114,0.987,1.044,0.374,-7.83,0.06,-0.01,0,-0.2,0.243,0.219,-0.357,-0.023,1.08,1,2.25,2.7,98.427,636.378,60.96,642.238,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,9.631,7.591,34.868,34.385,34.385,0.483,-23.174,-23.149,-0.025,7.591
8_9,2_1_6_4,33.008,29.107,32.557,33.341,-15.286,-15.254,-22.628,-23.194,1.023,0.987,1.088,0.937,-1.884,-8.401,0.66,-0.17,0.66,0,-0.285,0.312,-0.083,-0.294,1.02,1.02,1,1.5,164.182,185.535,164.182,60.96,0.968,0.942,-1.586,-9.126,0.45,0.42,-0.289,-0.275,1.75,1.1,467.957,291.269,7.241,6.816,32.557,29.107,29.107,3.451,-22.628,-23.194,0.566,6.816
2_6,5_3_3_6,34.638,33.341,33.688,32.151,-19.331,-22.042,-23.117,-23.196,1.022,1.018,0.986,1.066,-0.035,-8.041,-0.2,0,0.06,0.06,-0.261,0.268,0.34,0.351,2.25,1.08,1.08,1,642.238,60.96,98.427,98.427,1.071,0.882,-0.457,-9.433,0.66,0,-0.38,-0.33,1.02,1,164.182,60.96,9.398,7.583,33.688,32.151,32.151,1.537,-23.117,-23.196,0.079,7.583
1_4,5_3_1_8,35.816,34.174,37.678,34.842,-16.559,-20.378,-16.538,-23.215,1.002,1.015,1.018,0.961,-1.867,-8.363,-0.2,0.45,0.06,0.66,-0.231,0.271,0.398,-0.146,2.25,1.08,1.02,1.75,642.238,467.957,98.427,164.182,1.019,1.055,1.656,-8.44,0.06,-0.17,0.208,-0.334,1.08,1.5,98.427,185.535,6.573,10.019,35.816,34.174,34.174,1.642,-16.559,-23.215,6.656,6.573
7_8,3_6_3_1,31.557,35.34,35.381,34.299,-13.606,-13.932,-25.353,-23.229,1.058,1.009,1.164,0.982,0.496,-7.532,-0.27,0.06,0,0.06,0.134,0.231,0.31,-0.431,1.53,1,1.08,1.08,334.486,98.427,60.96,98.427,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,8.408,6.601,31.557,34.299,31.557,-2.742,-25.353,-23.229,-2.124,6.601
7_8,1_6_3_9,36.825,38.216,36.261,38.353,-11.092,-13.61,-22.615,-23.258,0.932,1.123,0.904,1.122,-1.182,-8.362,0.06,0.42,0,0.06,0.323,0.234,-0.44,0.499,1.08,1,1.08,1.1,98.427,291.269,60.96,98.427,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,6.731,7.432,36.261,38.216,36.261,-1.955,-22.615,-23.258,0.644,6.731
6_8,1_6_1_2,27.163,27.99,28.015,28.003,-22.79,-22.103,-24.129,-23.276,0.974,1.128,0.996,1.017,-1.946,-8.713,0.06,0.66,0,0.66,0.315,0.234,-0.374,-0.086,1.08,1,1.02,1.02,98.427,164.182,60.96,164.182,0.895,1.043,-0.348,-9.411,0,0.45,-0.35,-0.368,1,1.75,60.96,467.957,7.465,8.365,27.163,27.99,27.163,-0.827,-24.129,-23.276,-0.853,7.465
4_8,1_3_6_5,39.412,35.024,41.599,36.879,-10.837,-21.302,-19.146,-23.282,1.058,1.047,1.097,1.006,0.233,-7.837,0.06,-0.2,0.06,0,0.148,0.232,0.312,-0.338,1.08,1.08,1,2.25,98.427,642.238,98.427,60.96,0.873,1.087,-0.165,-8.898,-0.17,0.45,-0.122,-0.391,1.5,1.75,185.535,467.957,9.131,7.672,39.412,35.024,35.024,4.388,-19.146,-23.282,4.137,7.672
2_4,5_3_1_1,36.947,35.901,38.913,36.372,-10.572,-22.28,-21.068,-23.303,0.879,1.164,0.965,1.059,-0.779,-8.281,-0.2,0.06,0.06,0.66,0.377,0.252,-0.328,0.408,2.25,1.08,1.02,1.08,642.238,98.427,98.427,164.182,1.11,0.864,-0.212,-8.953,0.66,-0.17,-0.399,-0.107,1.02,1.5,164.182,185.535,8.173,8.069,36.947,35.901,35.901,1.046,-21.068,-23.303,2.235,8.069
1_9,4_6_2_1,33.306,31.099,33.838,34.464,-21.51,-22.545,-22.718,-23.332,1.013,1.045,1.109,1.083,0.65,-7.568,-0.17,0.06,0,-0.2,0.231,0.222,-0.139,-0.269,1.5,1,2.25,1.08,185.535,98.427,60.96,642.238,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,9.867,6.881,33.306,31.099,31.099,2.207,-22.718,-23.332,0.613,6.881
7_8,1_4_6_6,35.142,30.289,33.214,32.564,-23.632,-19.154,-26.518,-23.345,1.037,1.056,1.129,1.101,0.272,-7.732,0.06,0,-0.27,0,0.181,0.226,0.184,-0.308,1.08,1.53,1,1,98.427,60.96,334.486,60.96,0.918,1.064,-0.93,-7.913,-0.01,0.45,-0.153,-0.358,2.7,1.75,636.378,467.957,8.185,6.802,33.214,30.289,30.289,2.926,-26.518,-23.345,-3.173,6.802
2_8,1_4_3_2,34.429,34.03,35.297,35.622,-9.606,-12.602,-12.815,-23.438,1.045,1.063,0.892,1.154,-0.98,-8.153,0.06,0.66,-0.27,0.06,0.192,0.244,0.148,0.493,1.08,1.53,1.08,1.02,98.427,164.182,334.486,98.427,0.99,0.949,-1.494,-9.69,0.66,0.45,-0.29,-0.26,1.02,1.75,164.182,467.957,8.71,6.658,34.429,34.03,34.03,0.399,-12.815,-23.438,10.623,6.658
5_7,2_1_3_6,37.427,39.886,35.037,38.929,-27.042,-18.564,-27.813,-23.491,0.974,1.016,1.02,1.003,-2.23,-8.832,0.66,0,0.66,0.06,-0.24,0.321,-0.138,0.393,1.02,1.02,1.08,1,164.182,60.96,164.182,98.427,1.04,1.094,0.231,-7.776,-0.2,-0.01,-0.199,-0.259,2.25,2.7,642.238,636.378,5.547,9.063,35.037,38.929,35.037,-3.891,-27.813,-23.491,-4.323,5.547
5_6,1_3_4_5,46.199,44.311,51.8,42.69,-7.463,-12.964,-19.718,-23.502,1.096,0.919,1.048,1.008,0.31,-7.752,0.06,-0.2,0.06,-0.27,0.175,0.238,0.272,0.23,1.08,1.08,1.53,2.25,98.427,642.238,98.427,334.486,0.973,1.035,1.346,-8.569,-0.2,0,-0.219,-0.469,2.25,1,642.238,60.96,8.879,9.098,46.199,42.69,42.69,3.509,-19.718,-23.502,3.784,8.879
8_8,1_4_3_9,36.462,36.462,35.318,35.318,-15.843,-15.843,-23.523,-23.523,0.969,1.102,0.851,1.138,-1.205,-8.218,0.06,0.42,-0.27,0.06,0.25,0.24,0.127,0.459,1.08,1.53,1.08,1.1,98.427,291.269,334.486,98.427,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,8.241,7.547,35.318,35.318,35.318,0,-23.523,-23.523,0,7.547
1_8,4_1_6_9,34.135,34.721,34.402,36.375,-15.777,-18.494,-16.515,-23.548,0.821,1.133,0.935,1.049,-1.468,-8.357,-0.17,0.42,0.66,0,-0.045,0.266,-0.235,-0.149,1.5,1.02,1,1.1,185.535,291.269,164.182,60.96,0.894,1.125,-0.239,-9.257,0.06,0.45,0.324,-0.475,1.08,1.75,98.427,467.957,7.79,8.117,34.135,34.721,34.135,-0.586,-16.515,-23.548,7.033,7.79
8_8,3_4_6_8,31.58,31.58,32.179,32.179,-14.984,-14.984,-23.596,-23.596,0.947,1.12,0.97,1.121,-0.759,-7.182,-0.27,0.45,-0.27,0,0.151,0.235,0.161,-0.189,1.53,1.53,1,1.75,334.486,467.957,334.486,60.96,0.949,1.031,-0.671,-9.446,0.45,0.45,-0.246,-0.325,1.75,1.75,467.957,467.957,8.687,6.511,31.58,31.58,31.58,0,-23.596,-23.596,0,6.511
2_6,1_3_4_2,35.507,35.635,35.349,36.781,-22.356,-21.558,-23.949,-23.611,1.051,0.983,0.92,1.175,-0.868,-8.213,0.06,0.66,0.06,-0.27,0.22,0.248,0.251,0.359,1.08,1.08,1.53,1.02,98.427,164.182,98.427,334.486,1.071,0.882,-0.457,-9.433,0.66,0,-0.38,-0.33,1.02,1,164.182,60.96,8.565,7.756,35.349,35.635,35.349,-0.286,-23.949,-23.611,-0.338,7.756
1_3,2_1_2_6,31.171,33.337,33.419,34.175,-24.158,-22.967,-24.712,-23.731,1.013,0.994,1.044,1.011,-1.764,-8.71,0.66,0,0.66,-0.2,-0.265,0.316,-0.076,-0.049,1.02,1.02,2.25,1,164.182,60.96,164.182,642.238,1.104,1.048,1.779,-7.75,0.06,-0.27,0.121,0.017,1.08,1.53,98.427,334.486,5.985,10.489,31.171,33.337,31.171,-2.165,-24.712,-23.731,-0.981,5.985
4_4,4_6_2_8,38.595,38.595,38.641,38.641,-9.794,-9.794,-23.753,-23.753,1.06,1.11,0.869,1.107,-0.633,-7.885,-0.17,0.45,0,-0.2,-0.175,0.24,-0.286,0.074,1.5,1,2.25,1.75,185.535,467.957,60.96,642.238,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.455,9.6,38.595,38.595,38.595,0,-23.753,-23.753,0,7.455
2_2,1_4_6_6,25.919,25.919,29.509,29.509,-29.859,-29.859,-23.832,-23.832,1.037,1.056,1.129,1.101,0.272,-7.732,0.06,0,-0.27,0,0.181,0.226,0.184,-0.308,1.08,1.53,1,1,98.427,60.96,334.486,60.96,0.978,0.978,-1.736,-9.745,0.66,0.66,-0.268,-0.268,1.02,1.02,164.182,164.182,10.017,5.996,25.919,25.919,25.919,0,-29.859,-29.859,0,5.996
4_4,1_6_3_7,36.98,36.98,37.523,37.523,-19.393,-19.393,-23.841,-23.841,1.022,1.133,1.003,1.073,-0.608,-7.295,0.06,-0.01,0,0.06,0.28,0.227,-0.422,0.425,1.08,1,1.08,2.7,98.427,636.378,60.96,98.427,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.48,9.009,36.98,36.98,36.98,0,-23.841,-23.841,0,7.48
1_7,3_6_4_4,32.712,38.535,34.977,38.073,-16.728,-16.105,-17.671,-23.88,1.059,1.169,1.02,1.066,0.769,-6.995,-0.27,-0.17,0,-0.27,0.162,0.222,-0.408,0.279,1.53,1,1.53,1.5,334.486,185.535,60.96,334.486,0.988,1.077,-0.192,-7.615,0.06,-0.01,0.249,-0.355,1.08,2.7,98.427,636.378,8.384,6.803,32.712,38.073,32.712,-5.361,-17.671,-23.88,6.209,6.803
4_4,4_1_6_1,34.425,34.425,34.802,34.802,-16.223,-16.223,-23.965,-23.965,1.031,1.129,1.118,0.881,-0.51,-8.176,-0.17,0.06,0.66,0,0.266,0.225,-0.355,-0.213,1.5,1.02,1,1.08,185.535,98.427,164.182,60.96,1.012,1.013,1.714,-8.088,-0.17,-0.17,-0.243,-0.243,1.5,1.5,185.535,185.535,7.578,9.89,34.425,34.425,34.425,0,-23.965,-23.965,0,7.578
1_9,3_4_3_6,30.081,36.304,30.838,36.93,-17.045,-23.94,-25.124,-23.97,0.989,1.119,0.873,1.127,0.386,-7.24,-0.27,0,-0.27,0.06,0.115,0.236,0.135,0.362,1.53,1.53,1.08,1,334.486,60.96,334.486,98.427,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,9.603,6.553,30.081,36.304,30.081,-6.224,-25.124,-23.97,-1.154,6.553
3_4,1_3_6_3,40.422,38.617,40.903,40.055,-21.774,-19.451,-23.479,-24.103,1.058,1.009,1.164,0.982,0.496,-7.532,0.06,-0.27,0.06,0,0.134,0.231,0.31,-0.431,1.08,1.08,1,1.53,98.427,334.486,98.427,60.96,1.007,1.095,1.831,-7.467,-0.27,-0.17,0.106,-0.335,1.53,1.5,334.486,185.535,7.963,9.362,40.422,38.617,38.617,1.805,-23.479,-24.103,0.624,7.963
1_1,4_4_2_1,43.554,43.554,43.793,43.793,-22.981,-22.981,-24.129,-24.129,1.01,1.07,0.998,1.081,1.01,-7.73,-0.17,0.06,-0.27,-0.2,0.249,0.224,-0.169,0.28,1.5,1.53,2.25,1.08,185.535,98.427,334.486,642.238,1.061,1.061,1.545,-8.806,0.06,0.06,0.124,0.124,1.08,1.08,98.427,98.427,9.816,9.275,43.554,43.554,43.554,0,-24.129,-24.129,0,9.275
1_6,3_2_6_3,34.999,35.883,36.113,35.866,-21.971,-19.817,-21.485,-24.198,0.992,1.071,1.153,1.07,0.936,-6.74,-0.27,-0.27,-0.2,0,0.12,0.217,-0.128,-0.348,1.53,2.25,1,1.53,334.486,334.486,642.238,60.96,0.983,1.082,1.33,-8.949,0.06,0,0.223,-0.568,1.08,1,98.427,60.96,9.885,8.07,34.999,35.866,34.999,-0.868,-21.971,-24.198,2.227,8.07
6_9,1_1_2_6,30.306,30.927,31.02,31.216,-22.69,-24.227,-23.777,-24.209,0.911,1.143,1.036,1.033,-0.456,-8.433,0.06,0,0.66,-0.2,0.358,0.247,-0.28,-0.034,1.08,1.02,2.25,1,98.427,60.96,164.182,642.238,0.896,1.023,-0.657,-9.131,0,0.42,-0.355,-0.364,1,1.1,60.96,291.269,8.675,7.775,30.306,30.927,30.306,-0.621,-23.777,-24.227,0.45,7.775
1_9,1_4_3_5,38.368,33.01,37.931,38.49,-23.068,-13.048,-18.557,-24.223,1.021,1.08,0.866,1.112,0.356,-7.787,0.06,-0.2,-0.27,0.06,0.2,0.232,0.148,0.352,1.08,1.53,1.08,2.25,98.427,642.238,334.486,98.427,0.895,1.103,-0.687,-9.217,0.06,0.42,0.317,-0.467,1.08,1.1,98.427,291.269,9.573,7.099,37.931,33.01,33.01,4.921,-23.068,-24.223,1.155,7.099
